Year,STATION CODE,LOCATIONS,STATE,TEMPERATURE ºCD.O. (mg/l),,,pHCONDUCTIVITY (µmhos/cm),,,B.O.D. (mg/l),,,NITRATE- N+ NITRITE-N (mg/l),,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,,,,
,,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
2009,1356,BETWA BEFORE CONF. YAMUNA AT HAMIRPUR_ U.P.,UTTAR PRADESH,17,28.4,22.9,6.9,12.8,9.8,7.8,8.8,8.3,305,610,462,1.9,4.8,3,0.4353,3.662,1.46,200,700,411,700,17000,7833
2009,2120,RIVER KALIASOT NEAR ROAD BRIDGE_ MANDIDEEP,MADHYA PRADESH,27,27,27,4.4,9.8,6.7,7.7,8.5,8,288,630,382,1.4,2.9,2.4,0.15,2.33,0.85,4,8,6,34,540,221
2009,1365,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT) M.P.,MADHYA PRADESH,25,29,27.1,6.3,8,7.1,7.2,9,7.8,166,680,493,2,2,2,0.9,4.08,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1366,CHAMBAL AT NAGDA D/S_ M.P.,MADHYA PRADESH,25,30,27.9,0.4,6.5,3.5,7.1,8.5,7.5,512,9720,6932,22,22,22,0.35,3.52,1.7,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1418,CHAMBAL AT GANDHI SAGAR DAM_ RAMPURA_ MP,MADHYA PRADESH,21,26,24.3,7.6,8,7.7,7.3,8,7.6,187,440,340,0,7.6431,4.52,0.13,1.24,0.78,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1288,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE)_ RAJASTHAN,RAJASTHAN,24,35,30.1,4.1,7.3,5.7,7.5,8.8,8.3,260,510,348,0.2,4.1,1.3,0.14,0.72,0.35,3,4,3,4,20,9
2009,1289,CHAMBAL AT KOTA D/S (2 KM. FROM CITY)_ RAJASTHAN,RAJASTHAN,20,33,27.5,2.9,8.5,5.5,7.8,8.9,8.5,330,910,603,1.3,4.6,3.1,0.02,0.8,0.51,4,20,7,14,150,62
2009,1609,R. CHAMBAL AT DHOLPUR,UTTAR PRADESH,18,36,25.3,7.5,8.2,7.8,7.2,7.9,7.6,396,920,694,1.3,2.5,1.9,0.14,0.52,0.35,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1413,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR_ RAJASTHAN,UTTAR PRADESH,21.5,33,27.7,3.5,7,5,7.5,8.7,8.3,290,880,634,0.1,1.9,0.9,0.14,0.74,0.39,3,4,4,4,20,10
2009,1376,CHAMBAL AT ETAWAH BEFORE CONFL. TO R. YAMUNA_ U.P.,UTTAR PRADESH,18,33,25,5.9,9.9,8.3,7.5,8.6,8,208,775,466,1,3,1.9,0.4353,3.662,1.46,2100,270000,38473,21000,3100000,563273
2009,1510,TONS RIVER_ H.P,HIMACHAL PRADESH,9,24,15.8,7.2,10.6,8.7,7,8.2,7.7,63,405,194,0.1,5,1.1,0.24,0.37,0.3,7,7300,1658,18,92000,23687
2009,1607,GOHAD DAM_ GOHAD_ M.P,MADHYA PRADESH,23,32,27.5,7.6,8.2,7.9,7.3,7.3,7.3,460,675,538,1.9,2.1,2,0.42,0.56,0.49,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2111,RIVER KHAN AT SANWER,MADHYA PRADESH,18,26,22,0,6.2,3.9,7.8,8.3,7.9,804,1462,1144,11.2,60,36.7,0.05,4.08,2.79,0,9,5,900,1600,1483
2009,2110,RIVER KHAN AT SAKKAR KHADI_ INDORE,MADHYA PRADESH,20.5,30,26.7,0,1.8,0.2,7.4,8,7.7,1468,2520,1833,2.5,88,57,0.48,7.24,4.2,6,26,11,1600,1600,1600
2009,1367,KHAN AT KABIT KHEDI (NEAR INDORE) M.P.,MADHYA PRADESH,20,30,25.3,0,0,0,7.5,8,7.6,1251,2207,1816,30,150,71.4,0.19,5.2,3.19,6,21,11,1600,1600,1600
2009,2626,BATTA AT U/S PAONTA,HIMACHAL PRADESH,24.5,24.5,24.5,7.1,7.1,7.1,7.9,7.9,7.9,535,535,535,1.2,1.2,1.2,0.19,0.19,0.19,13,13,13,25,25,25
2009,2627,BATTA BEFORE CONFLUENCE TO YAMUNA,HIMACHAL PRADESH,26,26,26,7,7,7,8.2,8.2,8.2,357,357,357,1.2,1.2,1.2,0.22,0.22,0.22,11,11,11,27,27,27
2009,1613,KOLAR DAM WATER SUPPLY INTAKE WELL_ DISTT. SEHORE_ M.P,MADHYA PRADESH,23,35,27.7,6.5,8.2,7.2,7,8,7.7,210,460,323,0.3,2.4,1.9,0.05,2.16,0.95,0,4,3,17,170,91
2009,1369,KSHIPRA AT RAMGHAT AT UJJAIN_ M.P.,MADHYA PRADESH,26,28,27.3,5.8,8,6.7,7.5,8.5,8,358,1600,982,10,10,10,0.63,9.1,2.03,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1370,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM)_ M.P.,MADHYA PRADESH,23,28,25.7,6.2,7.8,7.1,7.4,8.4,7.8,456,1202,854,5,6,5.3,0.89,1.83,1.48,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1468,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN._M.P.,MADHYA PRADESH,24,29,26.5,3,8,5.8,7.4,7.8,7.6,305,1220,765,10,12,10.7,0.44,1.93,1.14,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1433,SANKH AT TIGRA RESERVOIR_ M.P.,MADHYA PRADESH,19.5,26,23.4,7.8,8.4,8.2,7,7.8,7.5,580,780,675,1.4,2,1.7,0.28,0.4,0.36,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1608,R. SINDH AT DABRA_ M.P,MADHYA PRADESH,18,29,23.8,6.8,8.4,7.8,7.8,8.2,8,230,990,650,1.2,2.2,1.8,0.3,0.6,0.44,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1075,SONE AT KOELWAR_ BIHAR,BIHAR,16,24,21,7.5,8.8,8.1,7.3,8.5,8,206,262,236,2,2.7,2.4,0.4353,3.662,1.46,500,800,658,800,2200,1375
2009,1763,CHURNI AT GADE BORDER (BANGLADESH - INDIA BORDER)_ WEST BENGAL,WEST BENGAL,22,31.5,28.6,2.5,5.9,4.1,7.7,8.4,8,228,640,533,0.8,2.2,1.4,0.23,0.23,0.23,13000,130000,47556,23000,220000,83667
2009,1764,CHURNI D/S OF SANTIPUR TOWN_ WEST BENGAL,WEST BENGAL,29.5,29.5,29.5,2.1,2.1,2.1,8.5,8.5,8.5,362,362,362,2.5,2.5,2.5,0.27,0.27,0.27,50000,50000,50000,70000,70000,70000
2009,1363,RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE_ GORAKHPUR_ U.P.,UTTAR PRADESH,15,30,22.8,7.4,8.1,7.7,7.7,8.2,8,312,406,346,1.8,3.2,2.4,0.1,0.8,0.33,40,120,86,120,300,227
2009,2575,SIKRAHNA RIVER AT LAL PARSE_ BITTIAH,BIHAR,25,25,25,8.5,8.5,8.5,7.9,7.9,7.9,298,298,298,2.1,2.1,2.1,0.42,0.42,0.42,500,500,500,1300,1300,1300
2009,1820,SIKRANA AT CHANPATIYA,BIHAR,20,28,25,7.1,9,8,7.3,8,7.8,277,501,359,2,2.8,2.5,0.4353,3.662,1.46,800,1300,967,1300,2400,1800
2009,1823,DHOUS AT MADHUBANI,BIHAR,18,28,23.5,6.2,7.5,6.9,7.8,8.2,8.1,341,584,437,2.8,2.9,2.9,0.4353,3.662,1.46,800,1700,1275,1100,3000,2325
2009,1735,GOVIND SAGAR_ U.P,UTTAR PRADESH,18,26.2,22.1,7.8,10.4,9.4,7.8,8.4,8,296,592,444,0.7,5.1,2.6,0.4353,3.662,1.46,200,1300,525,400,14000,7225
2009,2382,DAMODAR AT PHUSRO ROAD BRIDGE,WEST BENGAL,20,42,30.2,6.5,7.8,7.2,6.5,7.6,7.4,265.629,1055.3,572.7,1.2,2.9,1.8,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2383,DAMODAR U/S JAMADOVA,WEST BENGAL,19,42,29.7,6.7,7.8,7.1,6.5,7.5,7.3,265.629,1055.3,572.7,1.1,2.5,2.2,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2384,DAMODAR D/S SINDRI,WEST BENGAL,20,40,29.3,6.8,7.6,7.2,7.4,7.5,7.5,265.629,1055.3,572.7,1.9,2.5,2.1,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,2391,DAMODAR AT PANCHET DAM,WEST BENGAL,20.4,38,29.5,7.2,8,7.7,7.2,7.5,7.4,265.629,1055.3,572.7,1,1.8,1.3,0.4353,3.662,1.46,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1331,DAMODAR AT DISHERGARH VILL. (NR. BIHAR-WEST BENGAL BORDER) WB,WEST BENGAL,21,34.5,27.6,7.2,9.5,8.3,7.3,8.3,7.8,118,265,231,0.9,3.6,2.3,0.1,0.59,0.35,700,90000,13630,1700,160000,25720
2009,1332,DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE_ WB,WEST BENGAL,22,34,27.9,7.4,10,8.7,7.3,8.3,7.8,184,317,252,1.4,5.2,2.8,0.1,0.97,0.62,400,35000,8060,1100,160000,35820
2009,1333,DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH_ WB,WEST BENGAL,25,36,29.9,5,10.8,8,7,8.4,7.8,290,495,359,1.6,4.8,3.1,0.1,1.05,0.72,1400,50000,11880,3000,90000,29200
2009,1334,DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH_ WEST BENGAL,WEST BENGAL,24,34,29.4,5.8,8.8,7.1,7,8.5,7.8,281,666,460,1,5.3,2.8,0.1,1.69,1.15,2300,90000,22730,13000,160000,57800
2009,1335,DAMODAR AT HALDIA D/S (2 KM AWAY FROM HALDIA TOWN)_ WB,WEST BENGAL,21,34,27.6,5.7,7.1,6.1,7.6,8.2,7.9,155,55800,10698,0.5,4.9,2.3,0.1,0.92,0.32,55000,700000,259583,110000,850000,390833
2009,2527,WATER INTAKE POINT FOR BURDWAN TOWN,WEST BENGAL,29,29,29,7.3,7.3,7.3,7.5,7.5,7.5,185,185,185,3.4,3.4,3.4,0.3,0.3,0.3,1700,1700,1700,11000,11000,11000
2009,1336,BARAKAR AT ASANSOL (WATER INTAKE POINT)_ WB,WEST BENGAL,22,29,26.8,6.5,8.3,7.4,7.2,8.2,7.7,122,203,178,0.7,2.6,2.1,0.27,1.58,0.87,1700,90000,29175,3300,160000,68825
2009,2509,D/S OF RUPNARAYAN AT KOLAGHAT_ NEAR KOLAGHAT RAIL BRIDGE NO.3,WEST BENGAL,29,29,29,5.8,5.8,5.8,7.6,7.6,7.6,236,236,236,5.7,5.7,5.7,0.16,0.16,0.16,110000,110000,110000,170000,170000,170000
2009,1337,RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI_ WB,WEST BENGAL,22,30,27.5,6,7.8,6.5,7.6,8.1,7.9,223,837,648,1.2,1.8,1.6,0.12,0.28,0.21,30000,105000,67500,50000,130000,88750
2009,1946,MAHANANDA AT SILIGURI,WEST BENGAL,20,33,26,6.5,8,7,7.2,7.7,7.4,105,187,156,1.6,4.3,3.4,0.1,0.33,0.16,4000,50000,22500,8000,80000,34250
2009,2525,MAHANANDA D/S_ RAMGHAT,WEST BENGAL,28,28,28,6.2,6.2,6.2,7,7,7,171,171,171,1.9,1.9,1.9,0.1,0.1,0.1,17000,17000,17000,50000,50000,50000
2009,2572,MAHANANDA AT THAKURGANJ_ KISHANGANJ ROAD BRIDGE,BIHAR,27,27,27,8.5,8.5,8.5,7.4,7.4,7.4,206,206,206,2.4,2.4,2.4,0.96,0.96,0.96,1300,1300,1300,2400,2400,2400
2009,2381,BOKARO AT JARANDI,WEST BENGAL,20,40,29.7,6,7.7,6.6,6,7.5,6.7,265.629,1055.3,572.7,0.8,4,2.8,-,-,1.46,-,-,-,-,-,-,,,
2009,2390,KONAR AT TENUGHAT DAM,WEST BENGAL,18,40,29.1,7.3,8.2,8,7,7.5,7.4,265.629,1055.3,572.7,0.2,2,0.8,-,-,1.46,-,-,-,-,-,-,,,
2009,2541,WATER INTAKE POINT FOR BANKURA TOWN ON RIVER DWARAKESHWAR,WEST BENGAL,32,32,32,7.9,7.9,7.9,8.2,8.2,8.2,250,250,250,0.8,0.8,0.8,0.1,0.1,0.1,900,900,900,2100,2100,2100
2009,2531,U/S OF TARAPITH ON RIVER DWARKA AT SADHAK BAMDEB GHAT,WEST BENGAL,35,35,35,7.3,7.3,7.3,7.5,7.5,7.5,141,141,141,2.2,2.2,2.2,0.1,0.1,0.1,50000,50000,50000,160000,160000,160000
2009,2532,D/S OF TARAPITH ON RIVER DWARKA_ SATIGHAT,WEST BENGAL,34,34,34,8.5,8.5,8.5,7.6,7.6,7.6,150,150,150,1.6,1.6,1.6,0.14,0.14,0.14,30000,30000,30000,50000,50000,50000
2009,2558,HARBORA RIVER AT NARKATIAGANJ,WEST BENGAL,22,22,22,8.5,8.5,8.5,8,8,8,290,290,290,2.2,2.2,2.2,0.28,0.28,0.28,500,500,500,1100,1100,1100
2009,2514,JALANGI_ D/S OF KRISHNA NAGAR,WEST BENGAL,30,30,30,4.4,4.4,4.4,7.8,7.8,7.8,312,312,312,1.6,1.6,1.6,0.2,0.2,0.2,13000,13000,13000,23000,23000,23000
2009,2567,KAMALA RIVER AT BENIPATTI (MADHUBANI),WEST BENGAL,25,25,25,8,8,8,7.9,7.9,7.9,332,332,332,2.4,2.4,2.4,0.63,0.63,0.63,1100,1100,1100,3000,3000,3000
2009,2569,KAMALA RIVER AT DARBHANGA,WEST BENGAL,26,26,26,8,8,8,7.5,7.5,7.5,265,265,265,2.6,2.6,2.6,0.48,0.48,0.48,1400,1400,1400,2800,2800,2800
2009,2507,D/S OF KANSI AT MIDNAPORE_ NEAR NEW HANUMAN MANDIR_ GANDHIGHAT,WEST BENGAL,29.5,29.5,29.5,6.7,6.7,6.7,7.9,7.9,7.9,163,163,163,2.7,2.7,2.7,0.1,0.1,0.1,14000,14000,14000,17000,17000,17000
2009,2565,KOSHI RIVER AT KURSHELA AT KATIHAR,WEST BENGAL,26,26,26,7.5,7.5,7.5,7.2,7.2,7.2,209,209,209,2.6,2.6,2.6,0.84,0.84,0.84,700,700,700,1400,1400,1400
2009,2566,KOSHI RIVER AT MADHEPURA,WEST BENGAL,25,25,25,7.2,7.2,7.2,7.4,7.4,7.4,317,317,317,2.8,2.8,2.8,0.56,0.56,0.56,1100,1100,1100,2800,2800,2800
2009,2563,MANUSMAR RIVER AT RIGA_ SITAMARHI,WEST BENGAL,23.5,23.5,23.5,8.4,8.4,8.4,8.4,8.4,8.4,384,384,384,2,2,2,0.4,0.4,0.4,1700,1700,1700,3000,3000,3000
2009,2517,MATHA BHANGA_ GOBINDAPUR,WEST BENGAL,29,29,29,8.3,8.3,8.3,8.3,8.3,8.3,372,372,372,2.8,2.8,2.8,0.23,0.23,0.23,70000,70000,70000,80000,80000,80000
2009,2534,WATER INTAKE POINT FOR SURI TOWN ON RIVER MAYURAKSHI,WEST BENGAL,33.5,33.5,33.5,8.7,8.7,8.7,7.3,7.3,7.3,116,116,116,2.4,2.4,2.4,0.27,0.27,0.27,200,200,200,400,400,400
2009,2559,RAM REKHA RIVER AT HARINAGAR,WEST BENGAL,23.5,23.5,23.5,7.3,7.3,7.3,8.2,8.2,8.2,289,289,289,2.6,2.6,2.6,0.38,0.38,0.38,800,800,800,2200,2200,2200
2009,2508,D/S OF SILABATI AT GHATAL_,WEST BENGAL,28,28,28,7.2,7.2,7.2,7.7,7.7,7.7,188,188,188,5.3,5.3,5.3,0.13,0.13,0.13,13000,13000,13000,30000,30000,30000
2009,2549,U/S OF VINDYADHARI RIVER AT HAROA BRIDGE,WEST BENGAL,31,31,31,2.9,2.9,2.9,8.1,8.1,8.1,700,700,700,2.4,2.4,2.4,0.1,0.1,0.1,17000,17000,17000,22000,22000,22000
2009,2550,D/S OF VINDYADHARI RIVER AT MALANCHA BURNING GHAT,WEST BENGAL,31,31,31,1.3,1.3,1.3,7.8,7.8,7.8,126,126,126,2.8,2.8,2.8,0.1,0.1,0.1,13000,13000,13000,23000,23000,23000
2009,1260,BRAHAMPUTRA AT KHERGHAT (A/C WITH DIBANG & DIHANG)_ ASSAM,ASSAM,18,30,24.6,5.5,8.3,7,6.7,7.6,7.3,98,281,177,0.8,3,1.8,0.1,0.1,0.1,0,0,0,1,910,493
2009,1030,BRAHAMPUTRA AT DIBRUGARH_ ASSAM,ASSAM,19.5,28,23.5,4.7,8.6,7.2,6.6,7.3,7.1,95,239,138,0.4,4.7,1.7,0.1,0.7,0.2,0,360,40,360,910,586
2009,1262,BRAHAMPUTRA AT NIMATIGHAT_ ASSAM,ASSAM,17,29,24,4.4,8.2,6,6.1,7.9,7,69,236,136,1,4.1,2.1,0.1,0.1,0.1,0,730,217,300,2400,882
2009,1526,BRAHMPUTRA RIVER AT DHENUKHAPAHAR_ ASSAM,ASSAM,18,31,24.9,6.8,8.1,7.5,6.8,7.9,7.4,73,225,137,0.6,5,2.7,0.1,0.16,0.11,0,1100,212,300,24000,3181
2009,1031,BRAHAMPUTRA AT PANDU_ ASSAM,ASSAM,20,31,25.7,6.2,9.1,7.4,6.8,7.6,7.3,108,205,150,0.5,5.1,1.9,0.05,0.1,0.1,0,360,200,730,1500,1066
2009,1299,BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE_ ASSAM,ASSAM,23,31,26.8,4.8,7.5,6.5,6.8,7.5,7.2,136,303,202,0.5,4.5,2.6,0.1,0.13,0.1,0,730,231,360,2200,950
2009,2069,BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT_ PANBAZAR_ GUWAHATI_ ASSAM,ASSAM,21,29.5,25.1,6.2,9.2,8,7.2,8.1,7.5,120,206,161,0.8,5.4,2.5,0.1,0.1,0.1,0,730,243,730,1500,1047
2009,2064,BRAHMAPUTRA RIVER AT CHANDRAPUR_ GUWAHATI,ASSAM,21,30,26.5,6.5,10.5,7.9,6.7,7.2,7,115,159,137,0.7,3.6,2,0.1,0.1,0.1,0,360,120,360,910,667
2009,2067,BRAHMPUTRA RIVER AT SUALKUCHI_ DIST. KAMRUP_ ASSAM,ASSAM,23,29,25.5,6.2,10.3,7.8,7.3,7.9,7.6,110,299,236,0.3,2.3,1.5,0.1,0.1,0.1,0,360,120,360,730,597
2009,2066,BRAHMAPUTRA RIVER AT DHUBRI,ASSAM,22,29,26,6.1,7.1,6.6,6.8,7.4,7.1,131,157,148,1.3,4.5,2.5,0.1,0.1,0.1,0,0,0,720,1100,1005
2009,1796,DHANSIRI AT FULL NAGARJAN_ NAGALAND,NAGALAND,19,34,26.3,4,9.2,7,7.1,8.2,7.6,123,264,194,0.2,0.8,0.5,0.75,4.2,2.5,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1799,DHANSIRI SAT TOWN BOUNDARY BRIDGE (DIPHU ROAD)_ NAGALAND,NAGALAND,13,32,23,3.4,7.2,5.5,7.1,7.9,7.6,189,200,194,0.2,0.8,0.5,5.8,5.8,5.8,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1797,BRIDGE NEAR PURANA BAZAAR_ NAGALAND,NAGALAND,20,32,26.8,3,8.8,6.3,7,8.1,7.7,132,218,175,0.4,1.6,0.9,1.54,5,3.3,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1800,DHANSIRI AT NUTON BASTI_ NAGALAND,NAGALAND,15,32,25,1.2,4,2.5,6.7,8,7.3,136,245,193,0.6,2,1.3,4.96,5,5,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1798,DHANSIRI NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD)_ NAGALAND,NAGALAND,20,33,27.5,3.2,9.6,6.6,7.5,8.3,7.9,182,268,221,0.2,1.4,0.7,1.56,5.1,3.3,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1259,DHANSIRI AT GOLAGHAT_ ASSAM,ASSAM,24,32,28.5,6.4,7,6.8,6.7,7.3,7,140,222,185,0.6,4.5,2.3,0.1,0.1,0.1,0,0,0,360,360,360
2009,1928,DHANSIRI AT NAGALAND-ASSAM BORDER_ DIMAPUR,NAGALAND,18,32,26.3,3.2,8,5.3,7.1,8,7.5,143,263,201,0.4,1.4,0.9,0.6,6.2,3.4,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1930,DZU D/S KOHIMA TOWN,NAGALAND,15,25,20.3,4.4,7.2,5.7,8,8.4,8.2,215,386,287,0.2,0.8,0.4,0.68,4.3,2.5,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1929,CHATHE AT MEDZIPHEMA_ DIMAPUR,NAGALAND,19,32,26.3,3.8,6.4,5.6,7.3,7.8,7.7,68,144,98,0.1,0.8,0.4,0.88,4.1,2.5,21802.47,19343208,1984207,323807.8,28246860,3422466
2009,1261,SUBANSIRI AT GEREKAMUKH_ ASSAM_(B/C WITH BRAH.)_ASSAM,ASSAM,17,24,20.5,8.7,8.9,8.8,6.3,7.3,6.9,85,126,101,0.9,3.6,2.4,0.1,0.38,0.17,0,0,0,1,1,1
2009,2061,RIVER KHARSANG B/C WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),ASSAM,19,28,23.5,6.8,7.7,7.2,6.5,7.1,6.7,159,211,184,0.8,3.8,2.2,0.1,0.3,0.2,0,0,0,1,300,76
2009,1422,BURHIDIHING AT MARGHERITA_ ASSAM,ASSAM,20,28,23.5,2.9,9.3,5.9,6.7,7,6.9,81,399,219,0.3,3.1,1.4,0.1,0.1,0.1,0,0,0,1,730,244
2009,2062,BURIDIHING NEAR DULIAJAN AT D/S_ TINSUKIA,ASSAM,20,26,21.8,4.7,7.2,6.4,6.6,7.1,6.8,96,226,183,0.8,4.6,2,0.1,0.1,0.1,0,0,0,360,730,603
2009,2230,BURHIDIHING RIVER AT DULIAJAN (INTAKE POINT OF OIL INDIA LTD.),ASSAM,20,21,20.3,5.9,6.8,6.4,6.4,7.2,6.8,181,197,189,1.2,7.6,3.3,0.1,0.13,0.11,0,0,0,1,360,181
2009,2065,PAGLDIA RIVER NEAR NALBARI TOWN_ DIST. NALBARI_ ASSAM,ASSAM,23,30,26,7.2,8.3,7.7,7.3,7.8,7.6,162,265,229,0.4,3,1.7,0.1,0.1,0.1,0,360,120,1,730,364
2009,1530,DIGBOI RIVER AT LAKHIPATHE_ RESERVE FOREST_ DIGBOI_ ASSAM,ASSAM,20,30,24.8,2.5,6.5,5.3,6.7,7.1,6.9,84,307,186,3.4,6.1,4.8,0.1,0.32,0.19,0,730,182.5,300,1500,908
2009,2063,JAI BHARALI RIVER NEAR BISWANATH CHARALI_ SONITPUR,ASSAM,18,29,24.8,8.5,8.7,8.6,6.8,7.4,7.2,84,130,101,0.8,4.2,2.3,0.1,0.11,0.1,0,360,120,300,760,473
2009,2237,KALONG RIVER AT U/S OF ANANDARAM DEKIAL PHUKAN BRIDGE_ NAGAON,ASSAM,18,31,25.3,4.9,8,6.8,6.7,7.3,7.1,87,204,143,0.9,6.6,3.1,0.1,0.1,0.1,0,360,220,700,1100,967
2009,2059,KOLONG RIVER AT MARIGAON,ASSAM,25,31,27.3,6,9.5,7.3,6.6,7.5,6.9,88,540,241,0.6,1.2,1,0.1,0.1,0.1,0,360,90,360,1500,830
2009,2060,MANAS RIVER AT NH-31 CROSSING_ BARPETA DISTRICT,ASSAM,25,30,27.4,6.1,7.3,6.9,7.1,7.9,7.5,403,447,432,0.9,2.7,2.1,0.1,0.1,0.1,0,0,0,1,300,76
2009,2058,DISANG RIVER AT DILLIGHAT_ DIBRUGARH DIST_ASSAM,ASSAM,19,28,24.3,6.2,6.7,6.4,6.2,7.1,6.5,89,220,139,1.4,2.9,1.8,0.1,0.13,0.11,0,0,0,1,730,358
2009,1298,DISANG AT GUNDAMGHAT_ ASSAM,ASSAM,19,27,24.3,5.2,5.7,5.6,6.6,7,6.8,67,237,138,1,2.7,2,0.1,1.2,0.41,0,360,90,1,1100,440
2009,1258,JHANJI AT N.H. CROSSING JORHAT_ ASSAM,ASSAM,18,27,23.3,4.9,7.4,6.5,6.7,7.8,7.1,105,560,235,0.8,2.7,1.5,0.1,0.11,0.1,0,0,0,360,730,607
2009,1527,BHOGDOI RIVER AT JORHAT _ASSAM,ASSAM,18,28,23.8,4.4,7.6,6,6.3,7.3,6.9,120,610,267,0.5,1.9,1,0.1,0.1,0.1,0,0,0,360,1500,863
2009,1531,*MORA BHARALI  AT TEZPUR_ ASSAM,ASSAM,18,30,25,5.7,7.9,7,6.8,7.2,7,122,224,156,1.1,6.4,4,0.1,0.1,0.1,0,720,255,360,2200,1143
2009,1423,BORAK AT PANCHAGRAM _ ASSAM,ASSAM,10,13,11.3,4.5,7.1,6.4,6.7,7.3,7,79,600,231,0.5,2.6,1.7,0.1,0.1,0.1,0,360,240,730,1500,987
2009,1528,BHARALU RIVER AT GUWAHATI,ASSAM,22,30,26,0,0.4,0.1,6.8,7,6.9,124,774,530,6.5,50,27.8,0.1,1.4,0.62,0,730,548,1500,2100,1800
2009,1529,DEEPAR BEEL_ ASSAM*,ASSAM,20,32,28.5,4,13,9,7,7.9,7.3,153,617,328,1.2,7.2,3,0.1,0.3,0.18,0,360,120,360,910,543
2009,2068,U/S OF KATHAKAL AT MATIJURI_ DIST. HAILAKANDI_ ASSAM,ASSAM,10,12,10.8,5.8,7.2,6.8,6.8,7.7,7.2,89,640,261,0.9,1.6,1.3,0.1,0.1,0.1,0,0,0,1,360,240
2009,1233,MAHI AT BADNAWAR_ M.P.,ASSAM,22,26,23.7,7.2,7.9,7.4,7.5,7.9,7.63,160,580,359,0.8,1.3,1,0.05,0.1,0.08,0,2,1,110,170,130
2009,1232,MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.)_RAJASTHAN,ASSAM,23,32,27.2,3.5,8,5.6,7.6,8.65,8.35,450,700,541,0.32,2.12,0.9,0.1,0.8,0.37,3,4,4,4,20,12
2009,1863,MAHI AT UMETA BRIDGE,SIKKIM,26,30,28,7,8.5,7.6,7.9,8.5,8.18,232,483,361,0.3,0.4,0.4,0.23,0.82,0.53,3,9,6,7,34,19
2009,1864,MAHI AT MUJPUR,SIKKIM,29,30,29.5,6.4,6.9,6.7,7.5,7.9,7.7,482,641,562,0.6,0.6,0.6,0.48,0.55,0.52,3,4,4,11,11,11
2009,4,MAHI AT SEVALIA_ GUJARAT,SIKKIM,26,28,27.2,5.8,7.8,7.1,8,8.2,8.13,224,395,305,0.1,0.4,0.2,0.34,0.6,0.44,2,4,3,3,13,8
2009,5,MAHI AT VASAD_ GUJARAT,SIKKIM,26,28,27,5.9,8,7,7.4,8.2,8.05,234,470,330,0.2,0.9,0.5,0.38,0.6,0.5,3,9,5,11,21,15
2009,1228,ANAS AT DAHOD_(KUSHALGARH)_DIST. PANCHMAHAL_GUJARAT,SIKKIM,25,27,26,5.9,8.6,7.3,8,8.5,8.3,408,510,459,1.3,3.8,2.6,0.4353,3.662,1.46,21802.47,19343208,1984207,4,4,4
